name,icon,id,description,members,gp_value,lowalch,limit,highalch
Snakeskin vambraces,https://oldschool.runescape.wiki/images/Snakeskin_vambraces.png,6330,Made from 100% real snake.,https://oldschool.runescape.wiki/images/Member_icon.png,434,173,125,260
Snapdragon,https://oldschool.runescape.wiki/images/Snapdragon.png,3000,A powerful herb.,https://oldschool.runescape.wiki/images/Member_icon.png,59,23,11000,35
Snapdragon potion (unf),https://oldschool.runescape.wiki/images/Snapdragon_potion_(unf).png,3004,I need another ingredient to finish this Snapdragon potion.,https://oldschool.runescape.wiki/images/Member_icon.png,59,23,10000,35
Snapdragon seed,https://oldschool.runescape.wiki/images/Snapdragon_seed_5.png,5300,A snapdragon seed - plant in a herb patch.,https://oldschool.runescape.wiki/images/Member_icon.png,60,24,200,36
Snape grass,https://oldschool.runescape.wiki/images/Snape_grass.png,231,Strange spiky grass.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,13000,6
Snape grass seed,https://oldschool.runescape.wiki/images/Snape_grass_seed_5.png,22879,A snape grass seed - plant in an allotment.,https://oldschool.runescape.wiki/images/Member_icon.png,94,37,200,56
Snowy knight (item),https://oldschool.runescape.wiki/images/Snowy_knight_(item).png,10016,There's a snowy knight butterfly in here.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,125,30
Soaked page,https://oldschool.runescape.wiki/images/Soaked_page.png,25578,"It feels clammy, like second-hand toilet paper.",https://oldschool.runescape.wiki/images/Member_icon.png,170,68,11000,102
Soda ash,https://oldschool.runescape.wiki/images/Soda_ash.png,1781,One of the ingredients for making glass.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Soft clay,https://oldschool.runescape.wiki/images/Soft_clay.png,1761,Clay soft enough to mould.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2,1,13000,1
Soul rune,https://oldschool.runescape.wiki/images/Soul_rune.png,566,Used for high level curse spells.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,25000,180
Soulreaper axe,https://oldschool.runescape.wiki/images/Soulreaper_axe.png,28338,An axe that manipulates the very lifeforce of those who touch it.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Spade,https://oldschool.runescape.wiki/images/Spade.png,952,A slightly muddy spade.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,3,1,40,1
Spatula,https://oldschool.runescape.wiki/images/Spatula.png,7439,A large spatula... of doom!,https://oldschool.runescape.wiki/images/Member_icon.png,1920,768,50,1152
Spectral sigil,https://oldschool.runescape.wiki/images/Spectral_sigil.png,12823,A sigil in the shape of a spectral symbol.,https://oldschool.runescape.wiki/images/Member_icon.png,750000,300000,5,450000
Spectral spirit shield,https://oldschool.runescape.wiki/images/Spectral_spirit_shield.png,12821,An ethereal shield with a spectral sigil attached to it.,https://oldschool.runescape.wiki/images/Member_icon.png,2000000,800000,8,1200000
Spice,https://oldschool.runescape.wiki/images/Spice.png,2007,This could liven up an otherwise bland stew.,https://oldschool.runescape.wiki/images/Member_icon.png,230,92,11000,138
Spicy crunchies,https://oldschool.runescape.wiki/images/Spicy_crunchies.png,2213,Yum... smells spicy.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,6000,1
Spicy minced meat,https://oldschool.runescape.wiki/images/Spicy_minced_meat.png,9996,A bowl of fiery minced meat.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,8000,4
Spicy sauce,https://oldschool.runescape.wiki/images/Spicy_sauce.png,7072,A bowl of spicy sauce.,https://oldschool.runescape.wiki/images/Member_icon.png,9,3,13000,5
Spicy tomato,https://oldschool.runescape.wiki/images/Spicy_tomato.png,9994,A bowl of chopped tomatoes with an extra kick.,https://oldschool.runescape.wiki/images/Member_icon.png,3,1,8000,1
Spider carcass,https://oldschool.runescape.wiki/images/Spider_carcass.png,6291,Its creeping days are over!,https://oldschool.runescape.wiki/images/Member_icon.png,15,6,13000,9
Spider on shaft,https://oldschool.runescape.wiki/images/Spider_on_shaft.png,6299,A nicely roasted spider threaded onto an arrow shaft.,https://oldschool.runescape.wiki/images/Member_icon.png,40,16,6000,24
Spider on stick,https://oldschool.runescape.wiki/images/Spider_on_stick.png,6297,A nicely roasted spider threaded onto a skewer stick.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,6000,30
Spiked boots,https://oldschool.runescape.wiki/images/Spiked_boots.png,3107,Climbing boots with spikes.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,15,18
Spiked manacles,https://oldschool.runescape.wiki/images/Spiked_manacles.png,23389,"Some very spikey metal bands, better make sure I don't cut myself while walking.",https://oldschool.runescape.wiki/images/Member_icon.png,2500,1000,8,1500
Spiky vambraces,https://oldschool.runescape.wiki/images/Spiky_vambraces.png,10077,Attack at your own risk.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,125,96
Spinach roll,https://oldschool.runescape.wiki/images/Spinach_roll.png,1969,A home made spinach thing.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,50,1
Spined body,https://oldschool.runescape.wiki/images/Spined_body.png,6133,A constant reminder that I'm above a Dagannoth in the food chain.,https://oldschool.runescape.wiki/images/Member_icon.png,7800,3120,70,4680
Spined boots,https://oldschool.runescape.wiki/images/Spined_boots.png,6143,"Some finely crafted Fremennik boots, made from spined dagannoth hide.",https://oldschool.runescape.wiki/images/Member_icon.png,650,260,125,390
Spined chaps,https://oldschool.runescape.wiki/images/Spined_chaps.png,6135,Stylish leg armour for rangers with a lingering smell of raw fish...,https://oldschool.runescape.wiki/images/Member_icon.png,3900,1560,70,2340
Spined gloves,https://oldschool.runescape.wiki/images/Spined_gloves.png,6149,Fremennik gloves stitched together from spined dagannoth hide.,https://oldschool.runescape.wiki/images/Member_icon.png,650,260,125,390
Spined helm,https://oldschool.runescape.wiki/images/Spined_helm.png,6131,A helm fit for any Fremennik ranger.,https://oldschool.runescape.wiki/images/Member_icon.png,60000,24000,70,36000
Spiny helmet,https://oldschool.runescape.wiki/images/Spiny_helmet.png,4551,You don't want to wear it inside-out.,https://oldschool.runescape.wiki/images/Member_icon.png,650,260,125,390
Spirit shield,https://oldschool.runescape.wiki/images/Spirit_shield.png,12829,An ethereal shield.,https://oldschool.runescape.wiki/images/Member_icon.png,70000,28000,8,42000
Split log,https://oldschool.runescape.wiki/images/Split_log.png,10812,Used to repair bridges.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,11000,54
Splitbark body,https://oldschool.runescape.wiki/images/Splitbark_body.png,3387,Provides good protection.,https://oldschool.runescape.wiki/images/Member_icon.png,45000,18000,70,27000
Splitbark boots,https://oldschool.runescape.wiki/images/Splitbark_boots.png,3393,Wooden foot protection.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,70,3000
Splitbark gauntlets,https://oldschool.runescape.wiki/images/Splitbark_gauntlets.png,3391,These should keep my hands safe.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,70,3000
Splitbark helm,https://oldschool.runescape.wiki/images/Splitbark_helm.png,3385,A wooden helmet.,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,70,6000
Splitbark legs,https://oldschool.runescape.wiki/images/Splitbark_legs.png,3389,These should protect my legs.,https://oldschool.runescape.wiki/images/Member_icon.png,40000,16000,70,24000
Spork,https://oldschool.runescape.wiki/images/Spork.png,7437,Use the spork.,https://oldschool.runescape.wiki/images/Member_icon.png,325,130,50,195
Spotted cape,https://oldschool.runescape.wiki/images/Spotted_cape.png,10069,A surprisingly aerodynamic cape.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,125,240
Spotted kebbit fur,https://oldschool.runescape.wiki/images/Spotted_kebbit_fur.png,10125,Maybe this is why people think furry dice make you go faster.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,10000,90
Spottier cape,https://oldschool.runescape.wiki/images/Spottier_cape.png,10071,A really surprisingly aerodynamic cape.,https://oldschool.runescape.wiki/images/Member_icon.png,800,320,125,480
Staff,https://oldschool.runescape.wiki/images/Staff.png,1379,It's a slightly magical stick.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,15,6,125,9
Staff of air,https://oldschool.runescape.wiki/images/Staff_of_air.png,1381,A Magical staff.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1500,600,125,900
Staff of balance,https://oldschool.runescape.wiki/images/Staff_of_balance.png,24144,A ghastly weapon with evil origins combined with an icon of balance.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Staff of bob the cat,https://oldschool.runescape.wiki/images/Staff_of_bob_the_cat.png,23363,A staff styled after the elusive cat.,https://oldschool.runescape.wiki/images/Member_icon.png,1500,600,8,900
Staff of earth,https://oldschool.runescape.wiki/images/Staff_of_earth.png,1385,A Magical staff.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1500,600,125,900
Staff of fire,https://oldschool.runescape.wiki/images/Staff_of_fire.png,1387,A Magical staff.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1500,600,125,900
Staff of light,https://oldschool.runescape.wiki/images/Staff_of_light.png,22296,A ghastly weapon with evil origins combined with a holy light.,https://oldschool.runescape.wiki/images/Member_icon.png,1000005,400002,8,600003
Staff of the dead,https://oldschool.runescape.wiki/images/Staff_of_the_dead.png,11791,A ghastly weapon with evil origins.,https://oldschool.runescape.wiki/images/Member_icon.png,1000005,400002,8,600003
Staff of water,https://oldschool.runescape.wiki/images/Staff_of_water.png,1383,A Magical staff.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1500,600,125,900
Stale baguette,https://oldschool.runescape.wiki/images/Stale_baguette.png,20590,Baguette ready for pain.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,225,90,5,135
Stamina mix(1),https://oldschool.runescape.wiki/images/Stamina_mix(1).png,12635,One dose of fishy stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,2000,54
Stamina mix(2),https://oldschool.runescape.wiki/images/Stamina_mix(2).png,12633,Two doses of fishy stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,2000,96
Stamina potion(1),https://oldschool.runescape.wiki/images/Stamina_potion(1).png,12631,1 dose of stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,100,40,2000,60
Stamina potion(2),https://oldschool.runescape.wiki/images/Stamina_potion(2).png,12629,2 doses of stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,2000,120
Stamina potion(3),https://oldschool.runescape.wiki/images/Stamina_potion(3).png,12627,3 doses of stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,2000,180
Stamina potion(4),https://oldschool.runescape.wiki/images/Stamina_potion(4).png,12625,4 doses of stamina potion.,https://oldschool.runescape.wiki/images/Member_icon.png,400,160,2000,240
Statius's warhammer,https://oldschool.runescape.wiki/images/Statius's_warhammer.png,22622,A powerful warhammer.,https://oldschool.runescape.wiki/images/Member_icon.png,300000,120000,10,180000
Steam battlestaff,https://oldschool.runescape.wiki/images/Steam_battlestaff.png,11787,It's a slightly magical stick.,https://oldschool.runescape.wiki/images/Member_icon.png,17000,6800,8,10200
Steam rune,https://oldschool.runescape.wiki/images/Steam_rune.png,4694,A combined Water and Fire Rune.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,18000,12
Steam staff upgrade kit,https://oldschool.runescape.wiki/images/Steam_staff_upgrade_kit.png,12798,Makes a steam battlestaff or mystic steam staff more beautiful.,https://oldschool.runescape.wiki/images/Member_icon.png,1500,600,50,900
Steel 2h axe,https://oldschool.runescape.wiki/images/Steel_2h_axe.png,28202,A woodcutter's axe.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,0,1
Steel 2h sword,https://oldschool.runescape.wiki/images/Steel_2h_sword.png,1311,A two handed sword.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel arrow,https://oldschool.runescape.wiki/images/Steel_arrow_5.png,886,Arrows with steel heads.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,12,4,7000,7
Steel arrow(p),https://oldschool.runescape.wiki/images/Steel_arrow(p)_5.png,887,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,12,4,7000,7
Steel arrow(p+),https://oldschool.runescape.wiki/images/Steel_arrow(p+)_5.png,5618,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,12,4,7000,7
Steel arrow(p++),https://oldschool.runescape.wiki/images/Steel_arrow(p++)_5.png,5624,Venomous-looking arrows.,https://oldschool.runescape.wiki/images/Member_icon.png,12,4,7000,7
Steel arrowtips,https://oldschool.runescape.wiki/images/Steel_arrowtips.png,41,I can make some arrows with these.,https://oldschool.runescape.wiki/images/Member_icon.png,6,2,10000,3
Steel axe,https://oldschool.runescape.wiki/images/Steel_axe.png,1353,A woodcutter's axe.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,200,80,40,120
Steel bar,https://oldschool.runescape.wiki/images/Steel_bar.png,2353,It's a bar of steel.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,100,40,10000,60
Steel battleaxe,https://oldschool.runescape.wiki/images/Steel_battleaxe.png,1365,A vicious looking axe.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,650,260,125,390
Steel bolts,https://oldschool.runescape.wiki/images/Steel_bolts_5.png,9141,Steel crossbow bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,7000,4
Steel bolts (p),https://oldschool.runescape.wiki/images/Steel_bolts_(p)_5.png,9288,Some poisoned steel bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,11000,4
Steel bolts (p+),https://oldschool.runescape.wiki/images/Steel_bolts_(p+)_5.png,9295,Some poisoned steel bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,11000,4
Steel bolts (p++),https://oldschool.runescape.wiki/images/Steel_bolts_(p++)_5.png,9302,Super poisoned steel bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,11000,4
Steel bolts (unf),https://oldschool.runescape.wiki/images/Steel_bolts_(unf)_5.png,9378,Unfeathered steel crossbow bolts.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,13000,1
Steel boots,https://oldschool.runescape.wiki/images/Steel_boots.png,4123,These will protect my feet.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,125,180
Steel brutal,https://oldschool.runescape.wiki/images/Steel_brutal_5.png,4783,Blunt steel arrow... ouch.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,11000,12
Steel chainbody,https://oldschool.runescape.wiki/images/Steel_chainbody.png,1105,A series of connected metal rings.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,750,300,125,450
Steel claws,https://oldschool.runescape.wiki/images/Steel_claws.png,3097,A set of fighting claws.,https://oldschool.runescape.wiki/images/Member_icon.png,175,70,125,105
Steel crossbow,https://oldschool.runescape.wiki/images/Steel_crossbow.png,9179,A steel crossbow.,https://oldschool.runescape.wiki/images/Member_icon.png,360,144,125,216
Steel crossbow (u),https://oldschool.runescape.wiki/images/Steel_crossbow_(u).png,9459,An unstrung steel crossbow.,https://oldschool.runescape.wiki/images/Member_icon.png,327,130,10000,196
Steel dagger,https://oldschool.runescape.wiki/images/Steel_dagger.png,1207,Short but pointy.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,125,50,125,75
Steel dagger(p),https://oldschool.runescape.wiki/images/Steel_dagger(p).png,1223,The blade has been poisoned.,https://oldschool.runescape.wiki/images/Member_icon.png,125,50,125,75
Steel dagger(p+),https://oldschool.runescape.wiki/images/Steel_dagger(p+).png,5672,The blade has been poisoned.,https://oldschool.runescape.wiki/images/Member_icon.png,125,50,125,75
Steel dagger(p++),https://oldschool.runescape.wiki/images/Steel_dagger(p++).png,5690,The blade has been poisoned.,https://oldschool.runescape.wiki/images/Member_icon.png,125,50,125,75
Steel dart,https://oldschool.runescape.wiki/images/Steel_dart.png,808,A deadly throwing dart with a steel tip.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel dart tip,https://oldschool.runescape.wiki/images/Steel_dart_tip.png,821,A deadly-looking dart tip made of steel - needs feathers for flight.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,13000,3
Steel dart(p),https://oldschool.runescape.wiki/images/Steel_dart(p).png,814,A deadly poisoned dart with a steel tip.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel dart(p+),https://oldschool.runescape.wiki/images/Steel_dart(p+).png,5630,A deadly poisoned dart with a steel tip.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel dart(p++),https://oldschool.runescape.wiki/images/Steel_dart(p++).png,5637,A deadly poisoned dart with a steel tip.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel dragon mask,https://oldschool.runescape.wiki/images/Steel_dragon_mask.png,12367,Do I look scary?,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,4,6000
Steel full helm,https://oldschool.runescape.wiki/images/Steel_full_helm.png,1157,A full face helmet.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,550,220,125,330
Steel full helm (g),https://oldschool.runescape.wiki/images/Steel_full_helm_(g).png,20178,A steel full helmet with gold trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,550,220,125,330
Steel full helm (t),https://oldschool.runescape.wiki/images/Steel_full_helm_(t).png,20193,A steel full helmet with trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,550,220,125,330
Steel gold-trimmed set (lg),https://oldschool.runescape.wiki/images/Steel_gold-trimmed_set_(lg).png,20382,"A set containing a full helm, platebody, legs and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,8,540
Steel gold-trimmed set (sk),https://oldschool.runescape.wiki/images/Steel_gold-trimmed_set_(sk).png,20385,"A set containing a full helm, platebody, legs and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,8,540
Steel halberd,https://oldschool.runescape.wiki/images/Steel_halberd.png,3194,A steel halberd.,https://oldschool.runescape.wiki/images/Member_icon.png,1000,400,125,600
Steel hasta,https://oldschool.runescape.wiki/images/Steel_hasta.png,11371,"A steel-tipped, one-handed hasta.",https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel hasta(p),https://oldschool.runescape.wiki/images/Steel_hasta(p).png,11393,"A poison-tipped, one-handed steel hasta.",https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel hasta(p+),https://oldschool.runescape.wiki/images/Steel_hasta(p+).png,11396,"A poison-tipped, one-handed steel hasta.",https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel hasta(p++),https://oldschool.runescape.wiki/images/Steel_hasta(p++).png,11398,"A poison-tipped, one-handed steel hasta.",https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel javelin,https://oldschool.runescape.wiki/images/Steel_javelin.png,827,A steel tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,24,9,7000,14
Steel javelin heads,https://oldschool.runescape.wiki/images/Steel_javelin_heads_5.png,19574,Needs a shaft.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,10000,54
Steel javelin(p),https://oldschool.runescape.wiki/images/Steel_javelin(p).png,833,A steel tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,24,9,7000,14
Steel javelin(p+),https://oldschool.runescape.wiki/images/Steel_javelin(p+).png,5644,A steel tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,24,9,7000,14
Steel javelin(p++),https://oldschool.runescape.wiki/images/Steel_javelin(p++).png,5650,A steel tipped javelin.,https://oldschool.runescape.wiki/images/Member_icon.png,24,9,7000,14
Steel kiteshield,https://oldschool.runescape.wiki/images/Steel_kiteshield.png,1193,A large metal shield.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,125,510
Steel kiteshield (g),https://oldschool.runescape.wiki/images/Steel_kiteshield_(g).png,20181,Steel kiteshield with gold trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,125,510
Steel kiteshield (t),https://oldschool.runescape.wiki/images/Steel_kiteshield_(t).png,20196,Steel kiteshield with trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,125,510
Steel knife,https://oldschool.runescape.wiki/images/Steel_knife.png,865,A finely balanced throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,11,4,7000,6
Steel knife(p),https://oldschool.runescape.wiki/images/Steel_knife(p).png,872,A finely balanced throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel knife(p+),https://oldschool.runescape.wiki/images/Steel_knife(p+).png,5656,A finely balanced throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel knife(p++),https://oldschool.runescape.wiki/images/Steel_knife(p++).png,5663,A finely balanced throwing knife.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,7000,6
Steel limbs,https://oldschool.runescape.wiki/images/Steel_limbs.png,9425,A pair of steel crossbow limbs.,https://oldschool.runescape.wiki/images/Member_icon.png,250,100,10000,150
Steel locks,https://oldschool.runescape.wiki/images/Steel_locks.png,25445,Perhaps someone can do something with this.,https://oldschool.runescape.wiki/images/Member_icon.png,1600,640,8,960
Steel longsword,https://oldschool.runescape.wiki/images/Steel_longsword.png,1295,A razor sharp longsword.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,500,200,125,300
Steel mace,https://oldschool.runescape.wiki/images/Steel_mace.png,1424,A spiky mace.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,225,90,125,135
Steel med helm,https://oldschool.runescape.wiki/images/Steel_med_helm.png,1141,A medium sized helmet.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,300,120,125,180
Steel nails,https://oldschool.runescape.wiki/images/Steel_nails.png,1539,Keeps things in place fairly permanently.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,3,1,13000,1
Steel pickaxe,https://oldschool.runescape.wiki/images/Steel_pickaxe.png,1269,Used for mining.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,500,200,40,300
Steel platebody,https://oldschool.runescape.wiki/images/Steel_platebody.png,1119,Provides excellent protection.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2000,800,125,1200
Steel platebody (g),https://oldschool.runescape.wiki/images/Steel_platebody_(g).png,20169,Steel platebody with a gold trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2000,800,125,1200
Steel platebody (t),https://oldschool.runescape.wiki/images/Steel_platebody_(t).png,20184,Steel platebody with a trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,2000,800,125,1200
Steel platelegs,https://oldschool.runescape.wiki/images/Steel_platelegs.png,1069,These look pretty heavy.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel platelegs (g),https://oldschool.runescape.wiki/images/Steel_platelegs_(g).png,20172,Steel platelegs with a gold trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel platelegs (t),https://oldschool.runescape.wiki/images/Steel_platelegs_(t).png,20187,Steel platelegs with a trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel plateskirt,https://oldschool.runescape.wiki/images/Steel_plateskirt.png,1083,Designer leg protection.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel plateskirt (g),https://oldschool.runescape.wiki/images/Steel_plateskirt_(g).png,20175,Steel plateskirt with a gold trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel plateskirt (t),https://oldschool.runescape.wiki/images/Steel_plateskirt_(t).png,20190,Steel plateskirt with a trim.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,125,600
Steel scimitar,https://oldschool.runescape.wiki/images/Steel_scimitar.png,1325,"A vicious, curved sword.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,400,160,125,240
Steel set (lg),https://oldschool.runescape.wiki/images/Steel_set_(lg).png,12984,"A set containing a full helm, platebody, legs and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1400,560,8,840
Steel set (sk),https://oldschool.runescape.wiki/images/Steel_set_(sk).png,12986,"A set containing a full helm, platebody, skirt and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1400,560,8,840
Steel spear,https://oldschool.runescape.wiki/images/Steel_spear.png,1241,A steel tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel spear(p),https://oldschool.runescape.wiki/images/Steel_spear(p).png,1255,A poisoned steel tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel spear(p+),https://oldschool.runescape.wiki/images/Steel_spear(p+).png,5708,A poisoned steel tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel spear(p++),https://oldschool.runescape.wiki/images/Steel_spear(p++).png,5722,A poisoned steel tipped spear.,https://oldschool.runescape.wiki/images/Member_icon.png,325,130,125,195
Steel sq shield,https://oldschool.runescape.wiki/images/Steel_sq_shield.png,1177,A medium square shield.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,600,240,125,360
Steel studs,https://oldschool.runescape.wiki/images/Steel_studs.png,2370,A set of studs for leather armour.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,13000,90
Steel sword,https://oldschool.runescape.wiki/images/Steel_sword.png,1281,A razor sharp sword.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,325,130,125,195
Steel thrownaxe,https://oldschool.runescape.wiki/images/Steel_thrownaxe.png,802,A finely balanced throwing axe.,https://oldschool.runescape.wiki/images/Member_icon.png,26,10,7000,15
Steel trimmed set (lg),https://oldschool.runescape.wiki/images/Steel_trimmed_set_(lg).png,20376,"A set containing a full helm, platebody, legs and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,8,540
Steel trimmed set (sk),https://oldschool.runescape.wiki/images/Steel_trimmed_set_(sk).png,20379,"A set containing a full helm, platebody, skirt and kiteshield.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,900,360,8,540
Steel warhammer,https://oldschool.runescape.wiki/images/Steel_warhammer.png,1339,I don't think it's intended for joinery.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,640,256,125,384
Stew,https://oldschool.runescape.wiki/images/Stew.png,2003,It's a meat and potato stew.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,20,8,10000,12
Stone scarab,https://oldschool.runescape.wiki/images/Stone_scarab.png,9030,Little ornament in the shape of a scarab.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,13000,12
Stone seal,https://oldschool.runescape.wiki/images/Stone_seal.png,9042,A seal. Made out of stone obviously.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,13000,12
Stone statuette,https://oldschool.runescape.wiki/images/Stone_statuette.png,9038,A small statuette.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,13000,12
Stony basalt,https://oldschool.runescape.wiki/images/Stony_basalt.png,22601,The crushed rock seems to glow and is warm to the touch.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,10000,54
Strange fruit,https://oldschool.runescape.wiki/images/Strange_fruit.png,464,I wonder what this tastes like?,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,2000,1
Strange old lockpick (full),https://oldschool.runescape.wiki/images/Strange_old_lockpick_(full).png,24740,A pristine set of lockpicks engraved with six names.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,50,1
Strawberries(5),https://oldschool.runescape.wiki/images/Strawberries(5).png,5406,A fruit basket filled with strawberries.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,200,1
Strawberry,https://oldschool.runescape.wiki/images/Strawberry.png,5504,A freshly picked strawberry.,https://oldschool.runescape.wiki/images/Member_icon.png,17,6,11000,10
